Ticker,Screening_Date,Sector,Missing_Feature_Count,Missing_Features_List
CAT,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CBRE,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CCI,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CDNS,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CDW,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CF,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CHD,2023-12-31,Consumer Defensive,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CHRW,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CHTR,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CIEN,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CL,2023-12-31,Consumer Defensive,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CMCSA,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CME,2023-12-31,Financial Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CMG,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CMI,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CMS,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CNC,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CNP,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
COO,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
COP,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CPAY,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CPT,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CRH,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CRL,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CRM,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CSGP,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CSX,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CTRA,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CTSH,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CTVA,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CVS,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
CVX,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
D,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DAL,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DD,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DE,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DELL,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DGX,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DHR,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DLTR,2023-12-31,Consumer Defensive,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DOV,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DPZ,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DTE,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DUK,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DVA,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DVN,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
DXCM,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ECL,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ED,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EFX,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EIX,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EME,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EOG,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EPAM,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EQIX,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EQR,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EQT,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ES,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ESS,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ETN,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ETR,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EVRG,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EW,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EXC,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EXE,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EXPD,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EXPE,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
EXR,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FANG,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FAST,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FCX,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FE,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FISV,2023-12-31,Unknown,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FIX,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
FRT,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
